,a101,a102,a103,a104,a105,a106,a107,a108,a109,a110,a111,a112,a113,a114,a115,a116,a117,a118,a119,a120,a121,a122,a123,a124,a125,a126,a127,a128,malware,count
1600,[1.7373166666666648e-05],[-0.003976668333333333],[-3.915133333333359e-05],[0.00037111699999999975],[0.0020567828333333334],[-0.003954914],[-0.002813263333333333],[-0.002608265666666667],[0.001978643],[0.0015802991666666669],[0.0003707026666666667],[0.0011210546666666666],[-0.0015080048333333334],[0.0027832296666666667],[8.223583333333328e-05],[0.0010326313333333334],[0.004273249666666667],[0.0007559476666666666],[0.0034331085],[0.005350648666666666],[0.00011302533333333311],[-0.0028788684999999994],[-0.0037809035],[0.002073997333333333],[-0.0017965388333333334],[0.0044059745],[0.0016799841666666666],[0.001677229333333333],1,3
1601,[-0.0010721395000000001],[-0.0017204801666666665],[-6.507383333333337e-05],[0.0008986285000000004],[0.0009619794999999998],[-0.003946095333333333],[0.0009939335000000004],[-0.0037246105],[-0.0023756878333333334],[0.0024569168333333333],[0.0015067318333333334],[-0.0016452091666666671],[-0.0009027288333333331],[0.004122311333333333],[0.003908933833333334],[-0.00012832700000000013],[0.005150450666666667],[-0.0004084266666666667],[0.0032356028333333335],[0.005861596333333333],[-0.0008012764999999999],[0.004196707166666667],[-0.0019468146666666668],[-0.0017686505],[0.0013430805],[0.004445378833333334],[-0.0006543946666666663],[-0.0030526138333333334],0,3
1602,[-0.0010721395000000001],[-0.0017204801666666665],[-6.507383333333337e-05],[0.0008986285000000004],[0.0009619794999999998],[-0.003946095333333333],[0.0009939335000000004],[-0.0037246105],[-0.0023756878333333334],[0.0024569168333333333],[0.0015067318333333334],[-0.0016452091666666671],[-0.0009027288333333331],[0.004122311333333333],[0.003908933833333334],[-0.00012832700000000013],[0.005150450666666667],[-0.0004084266666666667],[0.0032356028333333335],[0.005861596333333333],[-0.0008012764999999999],[0.004196707166666667],[-0.0019468146666666668],[-0.0017686505],[0.0013430805],[0.004445378833333334],[-0.0006543946666666663],[-0.0030526138333333334],1,3
1603,[-0.001049490333333333],[-0.004114657666666667],[-0.001717572166666667],[-0.0007406439999999998],[0.0007364386666666667],[-0.004044220166666666],[0.0005516763333333332],[-0.0014602206666666669],[0.0006472426666666668],[0.003252056833333334],[-0.0030123516666666662],[-0.0009671475000000001],[0.0007867630000000001],[0.004946199333333333],[-0.0008371256666666668],[0.0018774498333333333],[0.004105675333333334],[-0.0032100196666666673],[0.004214955833333333],[0.004472647333333333],[0.0016970145],[-0.001997601333333333],[0.0037503205],[-0.0012028531666666666],[-0.0018560933333333334],[0.005120963333333333],[-0.00034395716666666657],[-0.0041099415],0,3
1604,[-0.001049490333333333],[-0.004114657666666667],[-0.001717572166666667],[-0.0007406439999999998],[0.0007364386666666667],[-0.004044220166666666],[0.0005516763333333332],[-0.0014602206666666669],[0.0006472426666666668],[0.003252056833333334],[-0.0030123516666666662],[-0.0009671475000000001],[0.0007867630000000001],[0.004946199333333333],[-0.0008371256666666668],[0.0018774498333333333],[0.004105675333333334],[-0.0032100196666666673],[0.004214955833333333],[0.004472647333333333],[0.0016970145],[-0.001997601333333333],[0.0037503205],[-0.0012028531666666666],[-0.0018560933333333334],[0.005120963333333333],[-0.00034395716666666657],[-0.0041099415],1,3
1605,[0.00016476916666666665],[-0.0041216035],[0.003125568],[0.0033005023333333335],[0.0008168051666666666],[-0.0047514858333333335],[-0.00028733633333333334],[-0.004168203666666666],[0.0009238456666666668],[0.0034279675000000003],[-0.0005342086666666664],[0.0011739506666666667],[-0.001728189333333333],[0.0037584971666666665],[-0.0016373936666666665],[-0.0027452495],[0.0009334048333333334],[-0.00090597],[0.004385259666666666],[0.0052448378333333325],[0.002719134166666667],[-0.0005179455000000002],[0.003895542333333333],[0.00010488749999999993],[0.00024263683333333326],[0.0059287565],[0.0011620559999999999],[0.003529269],0,2
1606,[0.00016476916666666665],[-0.0041216035],[0.003125568],[0.0033005023333333335],[0.0008168051666666666],[-0.0047514858333333335],[-0.00028733633333333334],[-0.004168203666666666],[0.0009238456666666668],[0.0034279675000000003],[-0.0005342086666666664],[0.0011739506666666667],[-0.001728189333333333],[0.0037584971666666665],[-0.0016373936666666665],[-0.0027452495],[0.0009334048333333334],[-0.00090597],[0.004385259666666666],[0.0052448378333333325],[0.002719134166666667],[-0.0005179455000000002],[0.003895542333333333],[0.00010488749999999993],[0.00024263683333333326],[0.0059287565],[0.0011620559999999999],[0.003529269],1,4
1607,[0.0016087855999999997],[0.0019072402000000002],[0.0003994716000000001],[0.0025072977999999998],[0.002246948],[-0.004143985],[0.00032234760000000005],[-0.0025550976],[-0.0008248344000000001],[-0.0007133903999999996],[0.0025946908],[0.00012606999999999983],[-0.0014521468000000004],[-0.004286193],[-0.00045817999999999987],[-0.0010581626000000003],[0.0012056499999999997],[0.0014802283999999998],[0.0031247529999999996],[-0.002080458],[-0.0023249861999999994],[-0.0021550166000000003],[-0.0042858828],[-0.0025002816000000002],[0.0021770415999999996],[-0.0058348128],[-0.00449051],[0.0020974962],0,2
1608,[0.0016087855999999997],[0.0019072402000000002],[0.0003994716000000001],[0.0025072977999999998],[0.002246948],[-0.004143985],[0.00032234760000000005],[-0.0025550976],[-0.0008248344000000001],[-0.0007133903999999996],[0.0025946908],[0.00012606999999999983],[-0.0014521468000000004],[-0.004286193],[-0.00045817999999999987],[-0.0010581626000000003],[0.0012056499999999997],[0.0014802283999999998],[0.0031247529999999996],[-0.002080458],[-0.0023249861999999994],[-0.0021550166000000003],[-0.0042858828],[-0.0025002816000000002],[0.0021770415999999996],[-0.0058348128],[-0.00449051],[0.0020974962],1,3
1609,[0.0016643505],[0.001370327],[0.001379829833333333],[-0.00019309416666666657],[-0.0015262718333333332],[-0.0031258174999999997],[0.0020952866666666668],[-0.0029456575],[0.00033547266666666677],[2.8393000000000038e-05],[-0.0007405486666666668],[-0.00013846383333333332],[0.005726212833333333],[-0.0029457473333333335],[0.0006332750000000001],[-0.0006424311666666666],[0.0021071469999999998],[0.0030414448333333337],[0.003362278],[-0.00021568383333333326],[-0.002702492166666667],[-0.0015310016666666667],[-0.005054873166666667],[-0.001703402166666667],[-0.0016282866666666666],[-0.004509329666666667],[0.0003558844999999999],[-0.0015836941666666667],0,1
1610,[0.0016643505],[0.001370327],[0.001379829833333333],[-0.00019309416666666657],[-0.0015262718333333332],[-0.0031258174999999997],[0.0020952866666666668],[-0.0029456575],[0.00033547266666666677],[2.8393000000000038e-05],[-0.0007405486666666668],[-0.00013846383333333332],[0.005726212833333333],[-0.0029457473333333335],[0.0006332750000000001],[-0.0006424311666666666],[0.0021071469999999998],[0.0030414448333333337],[0.003362278],[-0.00021568383333333326],[-0.002702492166666667],[-0.0015310016666666667],[-0.005054873166666667],[-0.001703402166666667],[-0.0016282866666666666],[-0.004509329666666667],[0.0003558844999999999],[-0.0015836941666666667],1,5
1611,[0.0017309511666666673],[0.0012918396666666667],[-0.003073461333333334],[-0.0005844726666666666],[-0.0014031343333333335],[-0.005070495833333333],[-0.0016712826666666666],[-0.004765861],[-0.0014290416666666664],[0.0020422418333333335],[0.00019791916666666676],[0.0016007133333333333],[0.0004835313333333336],[-0.0031367324999999995],[-0.0008633186666666667],[-0.0003908],[0.002077064333333333],[-0.0012179106666666665],[0.0045428924999999995],[0.0009878251666666667],[-0.0007220293333333334],[0.001060941],[0.004954826333333333],[0.00039899700000000006],[0.001990071],[-0.0030515353333333338],[0.0011492395],[-0.0044128119999999995],0,3
1612,[0.0017309511666666673],[0.0012918396666666667],[-0.003073461333333334],[-0.0005844726666666666],[-0.0014031343333333335],[-0.005070495833333333],[-0.0016712826666666666],[-0.004765861],[-0.0014290416666666664],[0.0020422418333333335],[0.00019791916666666676],[0.0016007133333333333],[0.0004835313333333336],[-0.0031367324999999995],[-0.0008633186666666667],[-0.0003908],[0.002077064333333333],[-0.0012179106666666665],[0.0045428924999999995],[0.0009878251666666667],[-0.0007220293333333334],[0.001060941],[0.004954826333333333],[0.00039899700000000006],[0.001990071],[-0.0030515353333333338],[0.0011492395],[-0.0044128119999999995],1,3
1613,[-0.002303561333333333],[0.0019231656666666667],[0.0016008576666666668],[0.0001788306666666668],[-0.0005035243333333333],[-0.0026801956666666665],[-0.00025977000000000004],[-0.002298581666666667],[-0.002820314666666666],[0.0018164626666666666],[0.0014470194999999999],[0.003391843166666667],[-0.0026880280000000003],[-0.0036886365],[0.0025692645],[-0.0011355025],[0.002478246166666667],[-0.0003804411666666669],[0.0021738778333333336],[0.0030240241666666667],[-0.0020131103333333334],[0.0003883546666666665],[0.0034605065],[7.344066666666671e-05],[0.002673401833333333],[-0.004006232],[0.00010325133333333339],[0.0038544885000000007],0,3
1614,[-0.002303561333333333],[0.0019231656666666667],[0.0016008576666666668],[0.0001788306666666668],[-0.0005035243333333333],[-0.0026801956666666665],[-0.00025977000000000004],[-0.002298581666666667],[-0.002820314666666666],[0.0018164626666666666],[0.0014470194999999999],[0.003391843166666667],[-0.0026880280000000003],[-0.0036886365],[0.0025692645],[-0.0011355025],[0.002478246166666667],[-0.0003804411666666669],[0.0021738778333333336],[0.0030240241666666667],[-0.0020131103333333334],[0.0003883546666666665],[0.0034605065],[7.344066666666671e-05],[0.002673401833333333],[-0.004006232],[0.00010325133333333339],[0.0038544885000000007],1,3
1615,[-0.0007830277999999998],[0.0026482835999999997],[-7.649839999999999e-05],[0.00048339179999999995],[4.311060000000014e-05],[-0.002880122],[-0.0010413104],[-0.0008629244],[-0.0042302436],[0.0040462518],[-0.0020998018],[0.0006343928],[-0.0005023966000000001],[-0.0028123252],[0.004392491],[-0.0026674018],[0.0050937438],[0.00012359539999999992],[0.0026485846],[-0.0050167802],[-0.0007995664],[0.0027925006],[-0.0032746528000000006],[0.0005540598],[0.0029563110000000005],[0.0038548502],[0.00024085140000000004],[0.0006059508],0,1
1616,[-0.0007830277999999998],[0.0026482835999999997],[-7.649839999999999e-05],[0.00048339179999999995],[4.311060000000014e-05],[-0.002880122],[-0.0010413104],[-0.0008629244],[-0.0042302436],[0.0040462518],[-0.0020998018],[0.0006343928],[-0.0005023966000000001],[-0.0028123252],[0.004392491],[-0.0026674018],[0.0050937438],[0.00012359539999999992],[0.0026485846],[-0.0050167802],[-0.0007995664],[0.0027925006],[-0.0032746528000000006],[0.0005540598],[0.0029563110000000005],[0.0038548502],[0.00024085140000000004],[0.0006059508],1,4
1617,[0.003004905333333333],[0.0014804678333333332],[-0.004161529166666667],[-0.0017660305],[0.001972192333333334],[-0.0038139880000000004],[0.00048126016666666664],[-0.0008695886666666669],[0.0006038375],[0.002991424333333334],[-5.6722499999999964e-05],[-0.0018176588333333333],[0.0017011641666666664],[-0.004826718333333333],[0.002061463],[-0.0009109708333333335],[0.0029140921666666667],[0.0012448691666666666],[0.004098083999999999],[0.0027447983333333333],[-0.0018864729999999998],[0.0018065455],[-0.0047461945],[0.0025421325],[-0.0004972651666666671],[0.003462342666666667],[-0.0008476385],[-0.0029690645],0,2
1618,[0.003004905333333333],[0.0014804678333333332],[-0.004161529166666667],[-0.0017660305],[0.001972192333333334],[-0.0038139880000000004],[0.00048126016666666664],[-0.0008695886666666669],[0.0006038375],[0.002991424333333334],[-5.6722499999999964e-05],[-0.0018176588333333333],[0.0017011641666666664],[-0.004826718333333333],[0.002061463],[-0.0009109708333333335],[0.0029140921666666667],[0.0012448691666666666],[0.004098083999999999],[0.0027447983333333333],[-0.0018864729999999998],[0.0018065455],[-0.0047461945],[0.0025421325],[-0.0004972651666666671],[0.003462342666666667],[-0.0008476385],[-0.0029690645],1,4
1619,[-0.0005478711666666668],[0.0020824451666666666],[-6.562966666666667e-05],[-4.4594500000000184e-05],[-0.0001000408333333335],[-0.003727216166666667],[0.00016074483333333332],[-0.0022073268333333332],[-0.001696352],[-0.0025465795],[-0.0022548555],[-0.0012118945000000002],[0.003432505666666667],[-0.0045973135],[0.00022784533333333325],[-0.0010096744999999999],[0.0013957943333333335],[0.0017896295],[0.003933127666666667],[-0.004212235666666666],[-0.00010048166666666696],[0.0029708463333333337],[0.004568136833333333],[0.0001941429999999997],[-0.002703783833333333],[0.0041952505],[-0.00044071700000000003],[-0.0027850093333333333],0,2
1620,[-0.0005478711666666668],[0.0020824451666666666],[-6.562966666666667e-05],[-4.4594500000000184e-05],[-0.0001000408333333335],[-0.003727216166666667],[0.00016074483333333332],[-0.0022073268333333332],[-0.001696352],[-0.0025465795],[-0.0022548555],[-0.0012118945000000002],[0.003432505666666667],[-0.0045973135],[0.00022784533333333325],[-0.0010096744999999999],[0.0013957943333333335],[0.0017896295],[0.003933127666666667],[-0.004212235666666666],[-0.00010048166666666696],[0.0029708463333333337],[0.004568136833333333],[0.0001941429999999997],[-0.002703783833333333],[0.0041952505],[-0.00044071700000000003],[-0.0027850093333333333],1,4
1621,[0.0009967766666666667],[0.001964318333333333],[0.003869138666666666],[-0.0030149836666666665],[0.00041904183333333326],[-0.003459559833333334],[0.0015959053333333333],[-0.0025141913333333334],[0.0010060750000000002],[0.0019940118333333333],[0.0012887621666666665],[-0.0018292693333333335],[0.0017141710000000002],[-0.0020397848333333335],[-0.0009360610000000002],[-0.0018037575000000002],[0.004021004999999999],[-0.0013902244999999998],[0.003423127333333333],[0.004000471666666667],[-0.0022578616666666666],[0.0019323348333333335],[0.005141158666666666],[0.0010724076666666666],[-2.112999999999768e-06],[0.003013916],[0.0020743930000000003],[0.0023012529999999996],0,4
1622,[0.0009967766666666667],[0.001964318333333333],[0.003869138666666666],[-0.0030149836666666665],[0.00041904183333333326],[-0.003459559833333334],[0.0015959053333333333],[-0.0025141913333333334],[0.0010060750000000002],[0.0019940118333333333],[0.0012887621666666665],[-0.0018292693333333335],[0.0017141710000000002],[-0.0020397848333333335],[-0.0009360610000000002],[-0.0018037575000000002],[0.004021004999999999],[-0.0013902244999999998],[0.003423127333333333],[0.004000471666666667],[-0.0022578616666666666],[0.0019323348333333335],[0.005141158666666666],[0.0010724076666666666],[-2.112999999999768e-06],[0.003013916],[0.0020743930000000003],[0.0023012529999999996],1,2
1623,[0.0009070686000000003],[0.002969499],[-0.005713494],[0.0003044672000000002],[0.0024285806],[-0.0019770142],[0.0010109341999999999],[-0.004229345599999999],[0.0016827478],[0.0015928262],[-0.0018222929999999998],[-0.0023545684],[0.0007568983999999999],[0.0043493748],[0.00023369279999999986],[-0.0025449946000000003],[0.0029866046],[0.0046794734],[0.0049629028],[-0.0032519546],[-0.0012334804],[-0.0007692679999999999],[-0.0023034812],[0.0012567112],[0.0009624023999999998],[-0.0044026102],[-0.0004518790000000002],[-0.0024222799999999997],1,5
1624,[0.0018082498333333334],[0.0023670853333333333],[0.0030339535],[0.0017268888333333338],[8.425133333333319e-05],[-0.0018485086666666668],[0.001326929166666667],[-0.002301306],[0.001887920833333333],[-0.0012218766666666667],[-0.002377376166666667],[-0.0007750548333333335],[0.0027348359999999996],[0.0036664606666666666],[-0.0020893373333333333],[-0.0012378474999999998],[0.005295675666666667],[-0.00023814383333333331],[0.004037994166666666],[-0.006204856833333334],[-0.00310908],[0.0029688991666666667],[0.0040470965],[-0.0009975713333333334],[-0.002775643333333333],[-0.004200260000000001],[0.0001425951666666668],[0.0029841823333333333],0,2
1625,[0.0018082498333333334],[0.0023670853333333333],[0.0030339535],[0.0017268888333333338],[8.425133333333319e-05],[-0.0018485086666666668],[0.001326929166666667],[-0.002301306],[0.001887920833333333],[-0.0012218766666666667],[-0.002377376166666667],[-0.0007750548333333335],[0.0027348359999999996],[0.0036664606666666666],[-0.0020893373333333333],[-0.0012378474999999998],[0.005295675666666667],[-0.00023814383333333331],[0.004037994166666666],[-0.006204856833333334],[-0.00310908],[0.0029688991666666667],[0.0040470965],[-0.0009975713333333334],[-0.002775643333333333],[-0.004200260000000001],[0.0001425951666666668],[0.0029841823333333333],1,4
1626,[0.00033334033333333343],[0.0020286475],[0.0008893183333333332],[-0.0015755736666666668],[-0.00026988966666666663],[-0.0036449801666666674],[0.0007449451666666668],[-0.0010817099999999998],[-0.0008721108333333335],[-0.0014717378333333336],[-0.001341531],[0.0012659716666666664],[0.0036275979999999992],[0.0042911775],[0.0023073493333333334],[-0.0008433308333333335],[0.002884216],[-0.0010595175],[0.005904740166666668],[0.003397897],[-0.0012543575000000002],[0.0011027346666666667],[-0.0045577441666666664],[0.0012647238333333333],[-0.0017190125000000002],[-0.004526146500000001],[0.00019817483333333337],[-0.0018612626666666668],0,1
